SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPEST_MALE,POPEST_FEM,AGE04_MALE,AGE04_FEM,AGE59_MALE,AGE59_FEM,AGE1014_MALE,AGE1014_FEM,AGE1519_MALE,AGE1519_FEM,AGE2024_MALE,AGE2024_FEM,AGE2529_MALE,AGE2529_FEM,AGE3034_MALE,AGE3034_FEM,AGE3539_MALE,AGE3539_FEM,AGE4044_MALE,AGE4044_FEM,AGE4549_MALE,AGE4549_FEM,AGE5054_MALE,AGE5054_FEM,AGE5559_MALE,AGE5559_FEM,AGE6064_MALE,AGE6064_FEM,AGE6569_MALE,AGE6569_FEM,AGE7074_MALE,AGE7074_FEM,AGE7579_MALE,AGE7579_FEM,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_MALE,AGE85PLUS_FEM
50,6,23,California,Humboldt County,11,67786,68458,3702,3457,3692,3525,3768,3602,4423,4450,6249,6410,5039,4769,4278,4029,4866,4596,4410,3944,3911,3504,3541,3541,4260,4527,4417,4888,4288,4767,3084,3298,1825,2039,1054,1332,979,1780
50,6,23,California,Humboldt County,12,67241,68317,3542,3380,3660,3514,3728,3556,4399,4388,6155,6338,4974,4857,4315,3971,4665,4460,4420,4030,3962,3621,3506,3437,4125,4298,4300,4768,4231,4771,3301,3634,1865,2169,1087,1361,1006,1764
50,6,25,California,Imperial County,4,90216,85570,7162,6867,6914,6826,7444,6861,7584,7121,7653,6268,7190,5531,6641,5212,5854,5211,5948,5440,5641,5547,5374,5440,4646,5027,3703,4009,2541,2967,2056,2419,1695,1991,1279,1534,891,1299
50,6,25,California,Imperial County,5,90625,85950,7389,6982,6880,6927,7232,6738,7455,6914,7897,6401,7217,5548,6751,5325,5907,5145,5763,5345,5558,5427,5380,5420,4691,5131,3764,4042,2723,3152,2066,2511,1711,1997,1267,1531,974,1414
50,6,25,California,Imperial County,6,89989,86449,7530,7102,6875,6927,7157,6778,7309,6794,7837,6528,7131,5516,6665,5460,5816,4995,5501,5234,5374,5359,5278,5361,4728,5226,3778,4144,2892,3300,2136,2581,1713,2063,1239,1571,1030,1510
50,6,25,California,Imperial County,7,90872,87102,7692,7287,7038,6917,7092,6818,7278,6636,7858,6578,7339,5653,6798,5506,5890,4998,5416,5159,5363,5277,5218,5351,4757,5219,3835,4286,3099,3417,2135,2686,1733,2112,1241,1609,1090,1593
50,6,25,California,Imperial County,8,91405,87532,7857,7550,7024,6830,7001,6836,7260,6604,7628,6417,7607,5845,6859,5474,6082,5010,5298,5098,5405,5177,5077,5294,4784,5137,3937,4458,3238,3556,2212,2771,1709,2143,1261,1629,1166,1703
50,6,25,California,Imperial County,9,92077,88102,7779,7607,7246,6994,6972,6903,7205,6599,7455,6264,7793,6007,7062,5474,6212,5145,5300,5005,5290,5147,5056,5165,4761,5075,4063,4584,3370,3703,2298,2822,1699,2214,1320,1657,1196,1737
50,6,25,California,Imperial County,10,93254,88395,7718,7533,7434,7086,6977,6980,7055,6500,7465,6065,8100,6157,7193,5498,6411,5268,5456,4918,5242,5070,5006,5051,4759,5054,4162,4709,3461,3728,2451,3019,1766,2283,1353,1666,1245,1810
50,6,25,California,Imperial County,11,93119,88404,7569,7381,7581,7071,6964,7036,7016,6573,7186,5907,8055,6206,7249,5435,6522,5449,5424,4779,5089,4975,4933,4975,4723,5012,4256,4746,3433,3816,2630,3133,1871,2349,1348,1690,1270,1871
50,6,25,California,Imperial County,12,92878,88337,7267,7258,7637,7181,7048,6979,6881,6529,7049,5769,7870,6126,7388,5541,6570,5452,5511,4748,4971,4861,4888,4900,4648,4990,4293,4723,3475,3950,2819,3230,1860,2440,1388,1741,1315,1919
50,6,27,California,Inyo County,4,9264,9128,532,510,534,482,547,513,586,548,466,405,504,496,536,479,475,436,511,511,621,617,776,757,780,801,723,685,533,521,404,383,317,348,218,284,201,352
50,6,27,California,Inyo County,5,9224,9127,543,523,528,489,542,492,584,538,460,427,495,479,545,505,496,442,511,511,550,559,744,770,785,803,712,678,572,540,406,397,318,338,224,274,209,362
50,6,27,California,Inyo County,6,9202,9155,558,530,540,506,548,483,550,543,447,453,481,443,563,521,507,450,491,480,490,539,742,733,801,815,711,697,592,547,422,425,313,338,240,284,206,368
50,6,27,California,Inyo County,7,9170,9122,558,535,537,519,525,467,540,527,437,440,486,438,558,521,525,470,481,469,492,512,698,697,796,798,720,713,605,573,441,450,316,351,249,274,206,368
50,6,27,California,Inyo County,8,9066,9042,541,534,548,520,512,447,549,505,411,434,458,421,549,533,534,453,463,462,485,494,632,654,787,769,724,752,622,615,458,455,328,347,251,296,214,351
50,6,27,California,Inyo County,9,8998,8924,537,518,540,497,506,464,528,465,437,406,455,423,548,528,530,473,467,440,466,485,578,595,751,759,745,779,648,624,446,461,336,360,249,282,231,365
50,6,27,California,Inyo County,10,9011,8857,540,499,556,489,502,495,509,436,448,402,446,438,544,512,549,489,485,432,495,501,516,533,730,786,729,754,657,616,491,486,325,359,245,271,244,359
50,6,27,California,Inyo County,11,9016,8930,512,529,571,508,520,500,502,430,432,399,435,452,550,513,581,527,476,435,489,474,471,518,724,743,747,770,665,642,514,474,324,384,251,274,252,358
50,6,27,California,Inyo County,12,9036,9003,490,508,562,540,549,507,489,432,399,415,448,476,523,499,645,557,509,457,472,464,476,488,664,698,771,773,663,675,525,487,350,400,242,276,259,351
50,6,29,California,Kern County,4,436331,411639,36953,36028,35366,34272,34828,33553,36510,33357,37159,31117,35513,29212,32108,27471,28689,25736,28170,25543,28264,26142,27205,26121,22825,22339,17590,18345,12400,13350,9184,10066,6292,7590,4070,5738,3205,5659
50,6,29,California,Kern County,5,437247,416359,36873,35990,36178,35216,34799,33574,35535,32819,37600,32111,35391,29568,32285,27941,28421,25825,27568,25533,27446,25714,27140,26321,23506,23093,17836,18530,13227,14443,9530,10428,6473,7687,4136,5780,3303,5786
50,6,29,California,Kern County,6,441128,420872,36884,36021,37049,36084,34989,33755,34847,32390,38003,32726,35923,30109,33013,28665,28667,25958,27427,25545,26813,25217,27019,26534,24090,23490,18479,18847,13644,15003,9972,11027,6696,7848,4259,5782,3354,5871
50,6,29,California,Kern County,7,445355,423821,36818,35641,37476,36357,35145,34024,34370,32020,38307,32814,36526,30917,33972,28964,29235,26215,27311,25367,26473,24762,26743,26406,24587,23980,19154,19572,14240,15493,10321,11467,6939,8085,4259,5787,3479,5950
50,6,29,California,Kern County,8,449123,426908,36724,35284,37622,36722,35345,34247,34092,31825,37979,32615,37589,31675,34492,29417,29934,26580,27195,25237,26456,24720,26226,25836,24994,24494,19785,20337,14942,16035,10501,11741,7270,8321,4383,5809,3594,6013
50,6,29,California,Kern County,9,451394,429462,36188,34818,37597,36693,35677,34839,34139,31746,36808,31611,38505,32743,34881,29716,30571,27059,27220,25063,26325,24759,25677,25216,25202,24932,20530,20753,15499,16859,10796,12108,7560,8593,4564,5885,3655,6069
50,6,29,California,Kern County,10,454692,432664,35964,34551,37599,36578,36416,35658,34006,31721,35947,30929,39201,33431,35273,29977,31385,27705,27677,25072,26139,24781,25191,24674,25188,25083,21258,21391,15723,16932,11472,13024,7782,9005,4669,5922,3802,6230
50,6,29,California,Kern County,11,457823,435935,35440,33967,37523,36479,37323,36355,34301,32072,35180,30384,39592,33667,35606,30403,32250,28550,27989,25184,26116,24844,24735,24170,24959,25202,21869,21847,16300,17368,11808,13502,8165,9506,4813,6049,3854,6386
50,6,29,California,Kern County,12,461034,439168,34926,33513,37785,36415,37767,36693,34574,32463,34678,30026,39869,33801,35940,31018,32858,29116,28567,25645,26072,24619,24452,23845,24742,25178,22285,22200,16860,18067,12359,13987,8420,9858,4973,6260,3907,6464
50,6,31,California,Kings County,4,85082,66786,6505,6204,5882,5760,5713,5474,5715,5289,7806,5334,8148,5174,7270,4748,6729,4179,6507,3918,6388,4122,5454,3902,4242,3204,3043,2735,2019,1984,1436,1599,1026,1294,673,950,526,916
50,6,31,California,Kings County,5,84409,66582,6237,5947,5946,5791,5598,5431,5568,5166,7779,5409,8092,5116,7273,4712,6660,4229,6390,3869,6181,3998,5408,3881,4273,3337,3056,2724,2166,2100,1482,1680,1066,1291,678,967,556,934
50,6,31,California,Kings County,6,83599,66738,6136,5930,6146,5841,5411,5395,5595,5089,7798,5409,7920,5158,7147,4760,6508,4169,6164,3847,5937,3849,5342,3890,4236,3416,3110,2795,2237,2211,1525,1720,1097,1304,699,969,591,986
50,6,31,California,Kings County,7,82588,66907,6036,5790,6108,5922,5465,5350,5535,5062,7817,5373,7781,5162,7052,4896,6306,4207,5922,3824,5640,3713,5157,3915,4238,3448,3191,2808,2286,2331,1577,1719,1125,1363,751,1002,601,1022
50,6,31,California,Kings County,8,82865,67220,6009,5846,6034,5957,5495,5319,5511,5026,7813,5357,7846,5148,7064,4844,6454,4329,5812,3851,5640,3636,5114,3882,4238,3512,3275,2845,2379,2431,1615,1739,1159,1411,765,1033,642,1054
50,6,31,California,Kings County,9,82312,67070,5867,5711,5997,5893,5492,5325,5427,5013,7635,5173,7904,5191,7096,4912,6425,4322,5727,3764,5520,3633,4961,3789,4197,3567,3337,2890,2451,2505,1673,1817,1139,1408,812,1046,652,1111
50,6,31,California,Kings County,10,82065,67600,5930,5631,5945,5890,5650,5447,5372,4981,7508,5208,7905,5330,7106,4961,6332,4416,5693,3800,5364,3537,4772,3674,4195,3580,3385,3006,2448,2532,1772,1935,1173,1482,830,1044,685,1146
50,6,31,California,Kings County,11,83208,68174,5925,5628,5932,5932,5840,5633,5278,4880,7515,5164,7979,5418,7283,5005,6587,4538,5879,3806,5400,3554,4773,3594,4215,3570,3444,3057,2496,2595,1853,2047,1219,1511,861,1088,729,1154
50,6,31,California,Kings County,12,84342,68598,5987,5695,5975,5783,5937,5738,5380,4871,7460,5087,8061,5492,7415,5032,6891,4706,5936,3858,5416,3512,4742,3464,4202,3628,3529,3115,2622,2588,1892,2177,1275,1546,864,1123,758,1183
50,6,33,California,Lake County,4,32167,32084,1886,1718,1838,1719,1882,1753,2053,1882,1839,1663,1768,1598,1728,1544,1498,1535,1818,1917,2151,2312,2685,2729,2640,2867,2749,2690,1979,1982,1409,1433,1022,1073,671,792,551,877
50,6,33,California,Lake County,5,32032,31922,1881,1733,1838,1725,1841,1764,1995,1752,1870,1705,1727,1590,1772,1564,1557,1513,1680,1842,2105,2188,2502,2625,2663,2891,2655,2671,2186,2151,1479,1469,1033,1069,672,798,576,872
50,6,33,California,Lake County,6,31867,31929,1825,1755,1869,1683,1821,1778,1974,1654,1826,1691,1712,1627,1760,1559,1573,1523,1684,1847,1938,2070,2380,2528,2691,2873,2652,2732,2265,2228,1582,1580,1063,1111,666,786,586,904
50,6,33,California,Lake County,7,31950,32094,1825,1836,1904,1713,1815,1763,1902,1654,1783,1668,1832,1660,1750,1642,1649,1536,1623,1745,1890,2001,2302,2428,2632,2855,2609,2735,2418,2354,1630,1676,1106,1149,686,776,594,903
50,6,33,California,Lake County,8,32004,32256,1857,1851,1881,1787,1840,1758,1813,1648,1754,1568,1871,1724,1782,1664,1665,1601,1553,1628,1862,1909,2189,2375,2656,2845,2568,2817,2563,2450,1687,1760,1135,1172,735,814,593,885
50,6,33,California,Lake County,9,31850,32053,1832,1832,1931,1783,1884,1761,1783,1667,1679,1431,1908,1764,1808,1678,1697,1627,1508,1551,1781,1897,2136,2297,2568,2717,2497,2834,2616,2515,1729,1789,1153,1200,736,834,604,876
50,6,33,California,Lake County,10,31924,32187,1865,1893,1911,1835,1912,1777,1752,1652,1634,1401,1942,1796,1814,1727,1788,1650,1595,1573,1677,1902,2126,2166,2418,2644,2527,2839,2506,2431,1908,1967,1208,1235,736,838,605,861
50,6,33,California,Lake County,11,32086,32231,1896,1902,1925,1843,1949,1784,1765,1660,1628,1382,1908,1756,1867,1818,1804,1693,1644,1575,1703,1894,1994,2086,2344,2503,2542,2814,2449,2491,2005,2012,1303,1321,753,831,607,866
50,6,33,California,Lake County,12,32194,32192,1937,1860,1940,1913,1971,1829,1764,1646,1612,1389,1860,1719,1918,1829,1847,1750,1691,1596,1667,1796,1926,2030,2303,2455,2500,2789,2399,2479,2150,2058,1332,1383,750,844,627,827
50,6,35,California,Lassen County,4,22082,12164,776,770,821,706,889,842,1121,831,2213,654,2664,705,2276,658,2051,691,1894,746,1813,906,1553,981,1201,1012,1067,869,631,576,411,398,303,282,223,251,175,286
50,6,35,California,Lassen County,5,21664,11965,771,779,809,717,858,767,1074,842,2153,639,2610,685,2252,660,1997,635,1827,767,1764,865,1529,919,1160,1018,1053,825,693,624,433,420,286,277,216,250,179,276
50,6,35,California,Lassen County,6,20368,11761,735,763,781,709,831,750,1058,823,1956,631,2370,642,2088,671,1827,614,1666,731,1596,785,1422,896,1130,977,1016,822,728,688,452,452,298,279,223,244,191,284
50,6,35,California,Lassen County,7,20183,11481,695,726,738,698,782,695,994,795,1966,619,2378,618,2118,665,1791,583,1645,704,1575,718,1396,879,1129,902,1024,860,755,726,488,456,291,320,222,226,196,291
50,6,35,California,Lassen County,8,19743,11513,705,744,757,670,744,696,948,780,1924,644,2336,670,2052,660,1730,606,1580,673,1511,684,1319,834,1099,898,1015,898,794,733,511,490,300,326,220,216,198,291
50,6,35,California,Lassen County,9,19142,11579,750,753,717,720,758,674,942,736,1815,652,2242,707,1964,674,1635,631,1516,633,1429,692,1266,824,1090,871,941,911,833,744,518,507,310,338,215,216,201,296
50,6,35,California,Lassen County,10,19377,11543,820,733,699,748,784,689,875,662,1821,626,2322,718,1986,691,1702,649,1540,603,1412,696,1218,790,1108,841,922,915,841,725,572,580,328,359,221,227,206,291
50,6,35,California,Lassen County,11,19086,11532,813,725,704,758,759,684,865,646,1756,596,2260,722,2006,694,1673,683,1521,609,1355,687,1149,724,1032,804,922,909,869,750,612,625,340,379,224,224,226,313
50,6,35,California,Lassen County,12,19026,11547,776,693,753,752,750,712,841,619,1733,582,2248,710,2027,710,1688,693,1507,607,1332,682,1146,686,995,811,905,877,865,797,633,667,370,389,226,243,231,317
50,6,37,California,Los Angeles County,4,4864731,5011751,330598,315569,320713,307058,337281,323369,372456,357053,393272,379511,391176,376772,366071,359752,346340,350672,359464,361334,346915,353592,328515,342246,279347,302142,224163,253079,154681,182547,112624,139762,83683,111796,61962,91927,55470,103570
50,6,37,California,Los Angeles County,5,4893409,5041966,328125,313596,322245,308078,330332,316766,362917,348999,397325,385682,396397,380136,371901,364329,344173,347916,359564,362580,344873,351118,331576,344000,288012,310653,227306,256683,166527,195182,116458,144223,85292,113751,62573,91604,57813,106670
50,6,37,California,Los Angeles County,6,4922493,5069991,326455,312027,323040,308938,324439,311503,354804,342036,396583,385346,404331,387237,378667,369018,344709,346491,355808,360420,343822,348123,334796,346381,295568,317950,233171,262544,174742,204034,121398,150574,87644,116322,62960,91788,59556,109259
50,6,37,California,Los Angeles County,7,4946445,5093627,327066,311814,321398,306596,320350,307815,345995,334386,392525,382975,414126,396533,382856,371644,345875,345830,349806,355520,342584,346196,337411,348320,301292,322576,241178,269413,182716,213882,125635,156331,90306,119279,63554,92212,61772,112305
50,6,37,California,Los Angeles County,8,4969812,5115604,326660,310801,319114,304291,316135,303563,340102,328807,383828,375089,424525,407028,385198,373654,350284,347438,342496,348651,345342,348595,335943,346466,307264,327089,250039,277244,191080,224010,130709,162241,92739,122132,64135,92863,64219,115642
50,6,37,California,Los Angeles County,9,4980373,5125335,321516,305629,318047,303254,312950,300329,332995,322028,372273,364717,433564,417521,391007,375871,354921,350374,334814,341151,346798,350966,333585,342635,310666,329037,257127,284333,199367,233567,134940,167253,94856,124686,65086,94021,65861,117963
50,6,37,California,Los Angeles County,10,4980981,5122730,316106,299877,313528,299362,312978,299057,325478,314761,361349,355323,437380,421949,395708,377337,359070,352339,330711,336780,344881,349822,329887,338188,312334,328971,264143,291201,201572,235783,144649,178112,97609,128332,66334,95646,67264,119890
50,6,37,California,Los Angeles County,11,4966715,5107191,306454,290458,309371,295219,311873,297653,318710,308699,351044,346440,434797,419639,400741,381634,362272,353892,328343,332213,338805,345309,326141,332936,313550,328772,269102,296240,206164,239804,151198,185416,101525,133541,67958,97544,68667,121782
50,6,37,California,Los Angeles County,12,4949041,5090066,296988,282868,307401,292790,308064,293478,313585,303931,341107,337282,427975,414405,408037,388268,364089,354096,326660,328494,331019,338745,322893,329125,313997,328589,272701,298767,212397,244999,157619,193307,104751,138032,69870,99691,69888,123199
50,6,39,California,Madera County,4,73116,78559,6038,5905,5961,5898,6080,5671,6183,5636,5726,5620,4965,5696,4607,5558,4292,5156,4328,5186,4379,5284,4402,5033,4062,4510,3820,4010,2774,2982,2142,2293,1551,1673,1032,1262,774,1186
50,6,39,California,Madera County,5,73482,78045,6053,5928,6023,5952,6020,5659,6054,5524,5723,5616,4992,5585,4714,5489,4264,5026,4334,5043,4310,5060,4377,4932,4132,4515,3788,3995,3029,3178,2239,2356,1544,1691,1085,1290,801,1206
50,6,39,California,Madera County,6,73544,77826,5970,5818,6090,6069,5935,5640,5894,5503,5691,5642,4983,5383,4756,5501,4298,5019,4382,4956,4262,4863,4330,4919,4154,4478,3846,4108,3101,3288,2325,2421,1580,1724,1115,1230,832,1264
50,6,39,California,Madera County,7,73844,79612,6031,5776,6150,6095,5875,5713,5799,5443,5680,5819,4983,5697,4787,5682,4389,5249,4326,5189,4229,4908,4286,5033,4186,4537,3906,4187,3256,3458,2334,2538,1639,1761,1109,1242,879,1285
50,6,39,California,Madera County,8,74036,79540,6010,5814,6122,6024,5858,5784,5772,5312,5500,5739,5118,5723,4816,5560,4448,5326,4245,5090,4189,4888,4251,4868,4250,4620,3932,4209,3436,3622,2434,2590,1683,1820,1085,1248,887,1303
50,6,39,California,Madera County,9,74383,79573,5899,5780,6183,6021,5903,5841,5785,5321,5308,5599,5283,5722,4855,5481,4485,5378,4166,4991,4260,4908,4253,4731,4239,4670,3956,4216,3565,3788,2504,2631,1746,1923,1064,1261,929,1311
50,6,39,California,Madera County,10,74914,80509,5909,5752,6180,6047,6034,5960,5751,5315,5195,5584,5430,5936,4854,5560,4600,5518,4186,5000,4217,4987,4201,4645,4250,4653,4047,4345,3549,3750,2692,2852,1807,1965,1040,1272,972,1368
50,6,39,California,Madera County,11,75596,81286,5885,5704,6255,5981,6166,6139,5719,5359,5154,5562,5472,6061,4888,5525,4757,5656,4153,5176,4266,4997,4167,4610,4275,4606,4031,4370,3671,3810,2771,2995,1887,2053,1062,1318,1017,1364
50,6,39,California,Madera County,12,75885,81442,5826,5636,6255,6059,6231,6152,5631,5495,5073,5390,5409,5979,4931,5607,4852,5572,4259,5182,4248,5015,4153,4463,4267,4592,4073,4404,3700,3850,2877,3124,1926,2165,1165,1375,1009,1382
50,6,41,California,Marin County,4,125515,129861,6995,6668,8026,7678,7384,7335,7046,6481,5668,4539,6266,5336,6681,6310,7771,7731,10081,10069,10397,10509,10286,10992,9910,10954,9412,10577,7201,7923,4526,5205,3176,3720,2408,3318,2281,4516
50,6,41,California,Marin County,5,125304,130757,6809,6450,8065,7778,7588,7499,7039,6639,5711,4665,6004,5141,6540,6214,7478,7602,9899,9913,10150,10509,10239,10883,9740,10924,9246,10466,7780,8664,4900,5631,3293,3868,2471,3311,2352,4600
50,6,41,California,Marin County,6,126127,132282,6487,6320,8175,7813,7919,7793,6952,6760,5904,5045,5939,4995,6506,6207,7364,7521,9648,9856,10231,10456,10277,10785,9652,10877,9301,10587,7936,9030,5411,6215,3473,4035,2482,3307,2470,4680
50,6,41,California,Marin County,7,127077,133282,6449,6247,8056,7771,8175,8002,6904,6879,6165,5356,5816,4846,6560,6185,7267,7459,9376,9527,10342,10462,10312,10744,9645,10746,9356,10644,8118,9442,5747,6580,3731,4303,2488,3284,2570,4805
50,6,41,California,Marin County,8,127406,133510,6361,6199,7875,7577,8365,8068,6988,7039,6365,5516,5715,4781,6462,5974,7239,7440,8964,8960,10352,10626,10238,10553,9781,10752,9192,10619,8296,9782,6182,6969,3803,4579,2572,3213,2656,4863
50,6,41,California,Marin County,9,127096,133466,6302,6148,7565,7333,8493,8154,7124,7167,6310,5601,5617,4691,6318,5824,7217,7461,8517,8542,10383,10526,10122,10485,9769,10728,9162,10555,8447,9933,6399,7364,3971,4795,2604,3216,2776,4943
50,6,41,California,Marin County,10,126875,132874,6150,6046,7341,7062,8447,8141,7316,7270,6157,5662,5749,4665,6218,5660,7183,7167,8276,8339,10249,10332,10049,10407,9711,10575,9111,10330,8217,9826,6922,8019,4285,5081,2663,3384,2831,4908
50,6,41,California,Marin County,11,126961,132701,6037,5947,7020,6864,8355,8068,7656,7481,6087,5736,5831,4811,6222,5502,7181,7057,8108,8052,9889,10089,10051,10234,9738,10421,9066,10296,8220,9833,7105,8274,4704,5573,2809,3520,2882,4943
50,6,41,California,Marin County,12,126617,132209,5892,5734,6878,6663,8165,7929,7862,7646,5931,5721,5846,4869,6146,5394,7200,7060,7947,7811,9541,9715,10114,10321,9725,10227,8983,10102,8172,9863,7261,8559,5024,5889,3004,3749,2926,4957
50,6,43,California,Mariposa County,4,9237,8933,397,380,420,415,486,452,478,499,457,418,471,419,437,409,419,388,480,459,690,634,823,878,845,844,876,790,663,630,519,468,358,353,257,241,161,256
50,6,43,California,Mariposa County,5,9112,8769,376,372,403,395,480,419,478,491,440,392,454,408,428,384,413,373,463,441,625,567,793,845,858,831,805,793,743,674,548,511,368,348,259,259,178,266
50,6,43,California,Mariposa County,6,9061,8748,381,376,402,387,457,391,486,472,436,428,454,406,451,386,398,383,458,412,553,554,772,774,855,852,794,798,792,687,558,538,384,356,240,266,190,282
50,6,43,California,Mariposa County,7,9035,8679,402,360,392,396,445,371,449,443,468,415,467,418,454,399,375,361,429,395,502,504,757,734,856,864,809,831,808,686,564,566,422,378,239,265,197,293
50,6,43,California,Mariposa County,8,8933,8689,389,353,356,408,443,379,464,409,471,409,478,424,416,425,416,399,404,396,495,466,692,678,816,867,804,833,820,719,593,575,426,391,250,270,200,288
50,6,43,California,Mariposa County,9,8879,8577,388,384,372,368,423,409,451,360,449,389,499,431,462,426,429,404,391,390,464,432,637,595,785,861,833,827,803,768,580,589,444,390,260,268,209,286
50,6,43,California,Mariposa County,10,8874,8540,390,368,389,384,404,383,420,362,460,380,508,455,484,422,430,415,396,371,448,446,579,528,777,830,837,833,768,773,651,604,443,424,277,258,213,304
50,6,43,California,Mariposa County,11,8846,8559,399,348,391,398,387,401,408,354,453,371,512,480,466,412,438,448,404,373,463,415,526,551,743,751,830,834,763,778,696,588,456,466,293,273,218,318
50,6,43,California,Mariposa County,12,8764,8439,371,358,397,378,391,398,407,360,398,334,519,458,480,429,443,422,396,393,458,400,475,488,703,695,828,850,763,796,733,585,460,493,326,281,216,321
50,6,45,California,Mendocino County,4,43584,43750,2723,2556,2660,2626,2735,2618,2890,2507,2540,2284,2699,2530,2737,2550,2550,2382,2703,2525,2683,2697,3175,3313,3398,3680,3664,3836,2456,2493,1518,1557,1066,1204,733,1008,654,1384
50,6,45,California,Mendocino County,5,43522,43766,2769,2552,2679,2613,2712,2601,2752,2528,2514,2274,2600,2399,2785,2544,2588,2399,2671,2548,2577,2554,3069,3203,3365,3653,3519,3783,2809,2829,1609,1708,1105,1212,712,973,687,1393
50,6,45,California,Mendocino County,6,43334,43720,2728,2569,2718,2552,2675,2569,2662,2538,2527,2248,2600,2383,2726,2571,2585,2406,2587,2547,2553,2480,2886,3103,3307,3517,3439,3776,3017,3012,1800,1852,1123,1228,730,978,671,1391
50,6,45,California,Mendocino County,7,43387,43838,2708,2602,2761,2586,2620,2585,2670,2492,2557,2281,2536,2339,2729,2561,2591,2492,2558,2480,2541,2421,2817,3030,3202,3374,3364,3765,3213,3213,1954,2011,1145,1263,741,946,680,1397
50,6,45,California,Mendocino County,8,43311,43796,2684,2551,2744,2599,2580,2550,2592,2450,2589,2255,2490,2251,2658,2597,2640,2499,2574,2431,2549,2462,2686,2882,3159,3286,3296,3682,3348,3490,2086,2135,1220,1308,744,964,672,1404
50,6,45,California,Mendocino County,9,43319,43966,2682,2595,2703,2500,2590,2605,2662,2418,2452,2193,2486,2334,2605,2521,2714,2535,2529,2445,2604,2505,2612,2759,3089,3219,3261,3666,3441,3671,2189,2262,1250,1323,780,980,670,1435
50,6,45,California,Mendocino County,10,43398,44178,2574,2595,2771,2511,2644,2560,2636,2412,2339,2186,2481,2425,2594,2458,2737,2644,2604,2439,2543,2558,2575,2593,3019,3150,3243,3593,3299,3615,2509,2595,1346,1457,784,970,700,1417
50,6,45,California,Mendocino County,11,43322,44079,2545,2553,2679,2526,2696,2520,2561,2395,2290,2200,2538,2355,2537,2421,2728,2639,2607,2476,2552,2582,2530,2506,2862,3042,3205,3473,3228,3635,2731,2779,1490,1596,819,960,724,1421
50,6,45,California,Mendocino County,12,43021,43728,2500,2449,2600,2523,2681,2486,2473,2401,2244,2084,2544,2349,2489,2382,2733,2605,2562,2499,2501,2524,2485,2429,2786,2971,3091,3333,3187,3609,2906,2954,1646,1735,848,977,745,1418
50,6,47,California,Merced County,4,130553,128744,11277,10662,11354,10881,11352,10741,12400,11484,11245,10350,9572,8894,8781,8502,8088,8032,8006,7846,8094,7967,7565,7631,6385,6463,5366,5484,3800,4119,2710,3136,2060,2567,1369,1934,1129,2051
50,6,47,California,Merced County,5,131539,129328,11145,10481,11479,11065,11270,10786,12063,11048,11433,10565,9720,8931,9077,8558,8025,7954,8058,7894,8004,7747,7640,7753,6619,6671,5415,5565,4097,4412,2861,3248,2062,2561,1420,1958,1151,2131
50,6,47,California,Merced County,6,132177,129849,10990,10500,11587,10966,11308,10831,11826,10839,11357,10562,9959,8933,9222,8611,8028,8001,7971,7972,7935,7646,7672,7732,6834,6880,5481,5643,4256,4618,3010,3356,2133,2620,1416,1966,1192,2173
50,6,47,California,Merced County,7,133474,130945,11047,10500,11563,10992,11325,10965,11785,10974,11492,10443,10072,9179,9403,8598,8267,8108,7917,7930,7858,7599,7703,7784,7006,6951,5538,5769,4500,4773,3143,3544,2155,2646,1462,1986,1238,2204
50,6,47,California,Merced County,8,134406,131947,11064,10433,11644,10979,11290,11055,11814,11066,11127,10134,10445,9535,9452,8657,8480,8260,7826,7934,7839,7496,7695,7753,7078,7157,5744,5939,4666,4913,3273,3662,2219,2690,1484,2031,1266,2253
50,6,47,California,Merced County,9,134757,132871,10886,10393,11704,10976,11440,11098,11743,11127,10693,9899,10757,9835,9512,8665,8489,8380,7790,7890,7786,7636,7623,7574,7175,7286,5872,6095,4800,5061,3349,3828,2312,2786,1515,2061,1311,2281
50,6,47,California,Merced County,10,136752,134344,11009,10479,11605,11009,11748,11229,12021,11436,10739,9761,10936,9951,9771,8796,8725,8540,7855,7861,7784,7800,7575,7366,7263,7376,6122,6386,4817,5118,3539,4045,2402,2844,1519,2051,1322,2296
50,6,47,California,Merced County,11,138267,135884,10963,10373,11552,11029,11882,11291,12149,11678,10733,9736,11027,10165,10034,8919,9055,8810,7912,7902,7731,7922,7589,7352,7365,7353,6314,6548,4852,5226,3717,4256,2478,2909,1541,2105,1373,2310
50,6,47,California,Merced County,12,140185,137495,10933,10335,11751,11172,11945,11356,12448,12038,10586,9698,11296,10223,10125,9129,9332,8850,8167,8044,7709,7977,7568,7365,7416,7369,6541,6671,4912,5399,3909,4341,2606,3069,1519,2127,1422,2332
50,6,49,California,Modoc County,4,4803,4706,251,241,287,253,281,287,337,287,202,188,237,205,219,245,271,203,285,265,292,340,351,390,392,390,432,426,307,312,278,235,156,176,126,134,99,129
50,6,49,California,Modoc County,5,4734,4617,239,225,276,249,296,270,318,292,215,189,215,202,221,227,247,221,291,254,258,304,352,373,388,386,415,401,337,344,282,246,157,169,122,134,105,131
