SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPEST_MALE,POPEST_FEM,AGE04_MALE,AGE04_FEM,AGE59_MALE,AGE59_FEM,AGE1014_MALE,AGE1014_FEM,AGE1519_MALE,AGE1519_FEM,AGE2024_MALE,AGE2024_FEM,AGE2529_MALE,AGE2529_FEM,AGE3034_MALE,AGE3034_FEM,AGE3539_MALE,AGE3539_FEM,AGE4044_MALE,AGE4044_FEM,AGE4549_MALE,AGE4549_FEM,AGE5054_MALE,AGE5054_FEM,AGE5559_MALE,AGE5559_FEM,AGE6064_MALE,AGE6064_FEM,AGE6569_MALE,AGE6569_FEM,AGE7074_MALE,AGE7074_FEM,AGE7579_MALE,AGE7579_FEM,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_MALE,AGE85PLUS_FEM
50,6,49,California,Modoc County,6,4635,4510,236,219,265,234,289,241,294,265,212,188,205,195,236,227,233,222,278,230,241,279,331,352,370,385,396,407,363,359,296,268,163,166,120,134,107,139
50,6,49,California,Modoc County,7,4573,4495,227,226,252,239,293,241,256,249,227,188,202,207,245,213,221,230,269,222,242,262,335,342,335,384,388,398,371,366,314,277,171,172,122,140,103,139
50,6,49,California,Modoc County,8,4584,4472,226,228,254,239,296,232,253,241,230,201,208,196,237,220,236,241,251,210,251,250,313,352,318,358,391,380,392,378,313,277,182,190,118,150,115,129
50,6,49,California,Modoc County,9,4526,4435,214,248,275,243,276,232,230,221,227,190,220,217,229,226,245,232,228,213,250,240,274,319,321,358,389,361,402,387,295,281,216,197,111,138,124,132
50,6,49,California,Modoc County,10,4446,4430,221,237,256,247,261,237,222,207,213,191,240,223,205,235,216,222,210,229,263,225,252,291,334,370,377,375,387,361,329,294,228,202,117,139,115,145
50,6,49,California,Modoc County,11,4396,4404,194,240,257,243,246,232,237,201,207,189,236,214,200,237,231,228,198,233,256,211,231,271,331,338,375,386,381,378,339,301,244,214,121,138,112,150
50,6,49,California,Modoc County,12,4448,4393,207,218,241,256,239,237,256,213,205,173,253,215,206,238,254,219,203,227,268,205,223,267,316,342,358,371,383,386,343,305,258,223,124,143,111,155
50,6,51,California,Mono County,4,7679,6743,411,436,417,426,401,391,448,394,607,466,744,571,542,490,525,415,530,424,561,527,654,576,573,533,491,407,328,263,188,201,125,103,98,63,36,57
50,6,51,California,Mono County,5,7674,6657,377,426,428,409,395,372,445,389,581,432,745,554,567,511,513,395,507,433,545,480,653,577,593,506,497,445,358,276,185,205,133,118,112,69,40,60
50,6,51,California,Mono County,6,7491,6576,358,394,404,424,376,360,428,365,571,425,652,528,572,545,489,363,516,426,511,428,621,576,604,498,527,474,343,292,224,206,125,133,119,73,51,66
50,6,51,California,Mono County,7,7517,6617,355,391,390,430,372,380,406,362,601,451,651,500,602,554,459,383,509,410,496,409,583,564,635,488,534,471,357,321,250,215,139,147,111,78,67,63
50,6,51,California,Mono County,8,7485,6592,359,360,382,411,376,381,374,356,566,439,618,496,585,554,478,401,464,389,490,394,580,526,640,519,545,486,422,351,279,223,143,158,103,77,81,71
50,6,51,California,Mono County,9,7558,6715,365,339,362,399,379,406,403,351,534,448,610,464,565,582,488,430,469,407,517,405,571,499,637,532,566,504,450,390,308,242,151,157,96,76,87,84
50,6,51,California,Mono County,10,7614,6740,384,334,339,384,392,379,390,365,579,462,584,442,578,598,512,457,471,393,487,428,544,450,634,538,574,513,455,408,335,244,164,163,93,90,99,92
50,6,51,California,Mono County,11,7635,6768,373,334,331,373,393,385,392,359,593,431,577,452,533,608,515,470,483,389,516,429,531,411,594,564,600,512,478,417,322,250,201,184,96,102,107,98
50,6,51,California,Mono County,12,7658,6786,380,307,328,351,360,385,398,377,590,403,588,490,542,620,514,472,450,420,531,422,495,400,587,535,657,512,474,411,325,271,218,191,118,113,103,106
50,6,53,California,Monterey County,4,216011,204445,17158,16258,16100,15273,14849,14145,16399,15298,17879,15088,17343,14977,16702,14274,14811,12823,14753,12652,13901,12520,13470,13202,12084,11889,10293,10510,6845,7314,4654,5265,3471,4436,2851,3954,2448,4567
50,6,53,California,Monterey County,5,217995,206793,17206,16293,16556,15619,14942,14375,15974,15100,18159,15271,17272,15071,16930,14602,14934,12939,14782,12762,13861,12274,13470,13153,12272,12236,10360,10563,7531,8035,4859,5484,3487,4434,2860,3890,2540,4692
50,6,53,California,Monterey County,6,218434,208278,17048,16307,16884,15983,15114,14497,15619,14858,17861,15377,17097,14965,17043,14727,15012,13035,14606,12732,13860,12157,13296,12987,12260,12553,10597,10713,7888,8522,5176,5793,3552,4432,2841,3849,2680,4791
50,6,53,California,Monterey County,7,218646,209829,17007,16286,16911,16195,15301,14694,15358,14651,17571,15569,16838,14887,17030,14841,14967,13082,14501,12663,13721,12067,13165,12841,12335,12710,10766,11047,8391,8971,5480,6142,3686,4442,2801,3819,2817,4922
50,6,53,California,Monterey County,8,219525,211027,16806,16251,16963,16177,15638,14805,15314,14817,17261,15403,16721,14809,16886,14755,15285,13433,14237,12409,13805,12244,12988,12531,12436,12860,10997,11275,8837,9401,5795,6505,3848,4538,2816,3796,2892,5018
50,6,53,California,Monterey County,9,221571,212382,16551,15816,17068,16314,15887,15135,15396,15010,16958,15142,16827,14882,17109,14689,15501,13703,14284,12304,14018,12359,13006,12321,12479,13017,11254,11417,9285,9927,6140,6813,4011,4708,2770,3717,3027,5108
50,6,53,California,Monterey County,10,221680,212854,16019,15440,17037,16172,16240,15477,15282,15169,16348,14795,16795,14912,16786,14503,15730,13864,14383,12358,14016,12378,12994,12061,12480,12906,11459,11756,9356,9975,6682,7426,4217,4815,2742,3680,3114,5167
50,6,53,California,Monterey County,11,220969,212981,15648,15034,16749,15933,16455,15701,15416,15318,15802,14607,16479,14805,16601,14261,15754,13955,14477,12496,13835,12269,12999,11894,12371,12718,11412,12064,9542,10138,7009,7834,4466,5070,2832,3685,3122,5199
50,6,53,California,Monterey County,12,221129,212932,15315,14618,16618,15771,16375,15701,15671,15514,15590,14412,16547,14893,16495,14055,15937,13907,14339,12590,13850,12237,12810,11774,12259,12469,11476,12107,9670,10374,7440,8229,4698,5350,2921,3673,3118,5258
50,6,55,California,Napa County,4,68686,69005,4137,3911,4472,4170,4619,4432,4770,4584,4550,3914,4464,4067,4358,4118,4291,4163,4614,4638,4918,4861,5021,5078,4566,4925,4367,4465,3100,3335,2184,2413,1710,1978,1263,1662,1282,2291
50,6,55,California,Napa County,5,69104,69434,4102,3830,4483,4184,4517,4404,4730,4517,4644,4058,4434,4050,4405,4170,4319,4178,4581,4629,4831,4784,4992,5018,4663,5019,4336,4464,3402,3671,2326,2514,1711,2014,1336,1639,1292,2291
50,6,55,California,Napa County,6,69539,70041,4035,3772,4475,4167,4447,4457,4739,4523,4692,4260,4383,3963,4490,4278,4354,4176,4587,4653,4730,4719,5024,4925,4711,5041,4353,4612,3600,3817,2443,2732,1812,2058,1360,1598,1304,2290
50,6,55,California,Napa County,7,70016,70389,3971,3655,4429,4161,4476,4459,4705,4487,4708,4348,4397,4030,4550,4315,4399,4230,4602,4567,4676,4692,5066,4961,4776,4907,4328,4777,3759,3912,2599,2900,1861,2115,1398,1580,1316,2293
50,6,55,California,Napa County,8,70247,70615,3944,3580,4336,4129,4537,4390,4646,4450,4560,4461,4470,4048,4480,4249,4475,4350,4582,4350,4626,4798,5018,4852,4804,4942,4391,4817,3932,4083,2730,3047,1948,2157,1404,1592,1364,2320
50,6,55,California,Napa County,9,70115,70725,3835,3528,4247,4004,4562,4312,4548,4445,4425,4360,4425,4168,4497,4227,4504,4415,4473,4325,4667,4740,4906,4764,4779,4987,4444,4871,4127,4277,2793,3109,2047,2266,1467,1646,1369,2281
50,6,55,California,Napa County,10,69695,70183,3652,3417,4148,3882,4558,4222,4491,4352,4381,4252,4372,4200,4412,4205,4501,4377,4436,4258,4648,4703,4778,4702,4780,4879,4451,4834,4033,4271,3040,3387,2142,2315,1490,1666,1382,2261
50,6,55,California,Napa County,11,69089,69700,3542,3380,4023,3749,4443,4106,4365,4316,4277,4147,4414,4220,4276,4135,4558,4330,4398,4243,4542,4595,4583,4631,4829,4836,4469,4743,4018,4383,3178,3492,2244,2446,1534,1697,1396,2251
50,6,55,California,Napa County,12,68535,69209,3429,3203,3857,3680,4312,4016,4342,4279,4233,4044,4375,4256,4259,4111,4557,4283,4293,4213,4460,4476,4488,4529,4824,4859,4540,4669,3954,4517,3334,3557,2310,2546,1557,1733,1411,2238
50,6,57,California,Nevada County,4,48763,49938,2192,2102,2475,2359,2895,2714,3089,2843,2439,2178,2541,2238,2566,2346,2425,2233,2802,2831,3221,3462,3884,4452,4281,4786,4695,4695,3239,3356,2301,2395,1559,1632,1137,1449,1022,1867
50,6,57,California,Nevada County,5,48441,49696,2143,2057,2423,2355,2769,2616,2999,2702,2440,2183,2474,2213,2630,2378,2435,2300,2723,2684,3098,3236,3632,4279,4309,4801,4545,4669,3627,3703,2420,2556,1579,1631,1158,1408,1037,1925
50,6,57,California,Nevada County,6,48349,49589,2176,2035,2420,2349,2670,2559,2861,2561,2454,2253,2426,2158,2661,2446,2507,2372,2680,2579,2893,3018,3569,4076,4213,4754,4500,4790,3891,3928,2534,2731,1710,1731,1135,1358,1049,1891
50,6,57,California,Nevada County,7,48546,50026,2195,2039,2391,2391,2638,2540,2825,2501,2458,2316,2432,2183,2627,2537,2623,2471,2653,2473,2785,2842,3478,3938,4062,4723,4477,4899,4163,4201,2707,2870,1820,1851,1133,1330,1079,1921
50,6,57,California,Nevada County,8,48598,50078,2191,2033,2407,2332,2593,2487,2748,2461,2376,2223,2404,2188,2622,2535,2778,2644,2537,2390,2823,2759,3318,3744,3946,4575,4371,5009,4433,4511,2864,3009,1892,1937,1191,1341,1104,1900
50,6,57,California,Nevada County,9,48639,50274,2148,2083,2426,2283,2576,2485,2657,2389,2358,2092,2344,2232,2585,2575,2860,2656,2527,2361,2828,2778,3185,3476,3833,4610,4353,4980,4624,4799,3023,3184,1974,2082,1211,1316,1127,1893
50,6,57,California,Nevada County,10,48848,50519,2166,2127,2408,2225,2532,2490,2596,2368,2322,2053,2356,2271,2578,2497,2927,2781,2621,2439,2757,2753,3113,3291,3655,4441,4386,5009,4504,4812,3461,3533,2078,2216,1249,1325,1139,1888
50,6,57,California,Nevada County,11,48868,50640,2219,2113,2388,2238,2544,2446,2510,2328,2207,2020,2341,2241,2537,2490,2935,2834,2691,2558,2771,2699,2881,3079,3642,4314,4307,4934,4500,4888,3697,3797,2217,2373,1355,1410,1126,1878
50,6,57,California,Nevada County,12,49003,50752,2174,2037,2434,2206,2488,2469,2477,2273,2151,1967,2362,2261,2526,2518,2852,2851,2828,2704,2786,2580,2794,2948,3565,4165,4153,4880,4507,4971,4012,4016,2321,2488,1422,1536,1151,1882
50,6,59,California,Orange County,4,1506866,1542405,98323,93545,101459,96986,106557,102332,113349,107291,114593,108924,111929,105000,102714,100736,101682,104687,112683,116128,113698,115369,109077,110922,89481,94729,73453,80831,52667,59923,38327,45247,28200,35967,20688,29845,17986,33943
50,6,59,California,Orange County,5,1520504,1557564,97613,93268,102226,97480,105496,101158,111641,106361,116869,111735,112450,105040,105007,102719,99982,102920,112614,116196,112879,114996,110417,112460,93355,98136,73769,81013,57104,65076,40005,47214,29065,36865,21179,29942,18833,34985
50,6,59,California,Orange County,6,1533763,1571187,96778,92521,102681,97740,105150,100804,109908,105185,117198,112442,114056,106382,107397,104637,99964,102189,110918,114995,112164,114602,111907,113944,96862,101073,75751,83022,59435,67930,42378,50006,30237,37896,21425,30070,19554,35749
50,6,59,California,Orange County,7,1544050,1582487,96985,92323,101619,96782,104509,100430,107916,103916,116823,111776,116357,108785,108994,105726,99614,101359,108396,113108,111474,114220,113033,115263,99851,103447,78291,85768,62202,70937,44398,52753,31370,38960,21830,30452,20388,36482
50,6,59,California,Orange County,8,1555379,1593901,97415,92499,100567,95692,103532,99705,107413,103509,114179,109253,119876,112331,109534,105904,100484,101579,105364,110196,111941,115369,112961,115245,103261,106081,81146,88577,65002,74172,46295,55161,32593,40218,22319,30843,21497,37567
50,6,59,California,Orange County,9,1562493,1602493,96875,92331,99617,94642,102709,98843,106342,102894,110754,106479,123376,115660,110536,106081,101869,102360,101632,106850,112581,116685,112076,114244,105381,108185,84471,91502,67459,77112,47912,57232,33802,41781,22843,31225,22258,38387
50,6,59,California,Orange County,10,1567002,1607287,96591,91867,97588,93318,102786,98231,104975,101697,108347,104907,125480,117792,110411,105215,103251,103594,99490,104389,111915,116264,110705,113293,106559,109058,87688,94307,67658,77137,51560,61696,35356,43785,23685,31874,22957,38863
50,6,59,California,Orange County,11,1567487,1608486,95826,91061,95984,91913,102268,97548,103840,100733,105705,102993,125124,117601,110594,105389,105296,104630,98212,102724,109250,114265,109332,112091,107076,109793,90550,96450,69287,78529,53481,64113,37416,46386,24761,32723,23485,39544
50,6,59,California,Orange County,12,1566825,1608867,94505,90127,95705,91274,100764,96209,102432,99487,103150,101018,124043,116775,111869,106699,106329,105105,97462,101449,106021,111417,108287,111268,107482,110265,92885,98097,71081,80631,55920,66683,39069,48776,25803,33515,24018,40072
50,6,61,California,Placer County,4,174056,182272,10568,10287,12203,11660,12977,12340,12487,11878,9975,9229,9804,9753,10323,10357,10452,10939,12138,12995,13010,13591,13187,13854,11405,12314,10690,11884,8066,9308,6137,7146,4688,5569,3306,4272,2640,4896
50,6,61,California,Placer County,5,176243,184020,10370,10094,12253,11607,12954,12386,12473,11868,10333,9471,9691,9457,10529,10566,10518,10901,12178,13025,12888,13322,13280,13860,11700,12808,10552,11820,8941,10211,6464,7461,4866,5727,3434,4383,2819,5053
50,6,61,California,Placer County,6,178541,186857,10288,10050,12211,11630,12986,12394,12436,11778,10540,9767,9735,9384,10823,10957,10786,11100,12210,13006,12518,13112,13438,14017,12064,13197,10631,11921,9479,10813,6872,8059,5085,5923,3521,4548,2918,5201
50,6,61,California,Placer County,7,180355,188862,10185,9878,12060,11644,13042,12348,12493,11693,10532,9993,9791,9391,10833,10974,11121,11368,12023,12637,12404,13021,13462,14158,12352,13358,10911,12307,9949,11326,7220,8537,5257,6195,3619,4636,3101,5398
50,6,61,California,Placer County,8,181938,190903,10234,9729,11847,11725,13040,12438,12395,11665,10466,10051,9953,9335,10698,11020,11541,11677,11698,12237,12545,13245,13316,13926,12593,13585,11153,12561,10376,11837,7606,9066,5438,6463,3793,4790,3246,5553
50,6,61,California,Placer County,9,184811,194132,10358,9889,11976,11728,13105,12551,12488,11684,10298,9842,10220,9759,10728,11097,12063,12183,11630,12053,12815,13624,13027,13729,12959,13829,11424,12868,10889,12390,7900,9489,5680,6816,3863,4855,3388,5746
50,6,61,California,Placer County,10,187925,197190,10543,10141,11971,11756,13239,12699,12546,11717,10410,9946,10461,9980,10791,11018,12455,12663,11900,12223,12928,13571,12960,13442,13101,14018,11671,13280,10676,12326,8788,10408,6010,7183,3957,4979,3518,5840
50,6,61,California,Placer County,11,191765,200565,10753,10226,12240,11965,13427,12813,12665,11763,10430,9838,10865,10168,10908,11115,12906,13270,12369,12600,13140,13585,12658,13270,13269,14131,11898,13519,10830,12484,9272,10924,6342,7745,4135,5208,3658,5941
50,6,61,California,Placer County,12,194488,203841,10796,10296,12403,12111,13296,12956,12803,11846,10469,9954,10759,10291,11228,11206,13102,13610,12920,12942,13054,13498,12584,13131,13419,14309,12207,13749,11065,12867,9683,11428,6597,8161,4267,5443,3836,6043
50,6,63,California,Plumas County,4,9883,9836,494,424,460,484,509,462,620,561,517,464,434,385,460,456,418,394,468,490,620,647,830,930,930,997,1020,980,802,737,558,532,345,340,252,257,146,296
50,6,63,California,Plumas County,5,9686,9691,472,401,493,485,469,454,580,517,495,457,415,383,457,453,421,403,451,467,572,595,742,861,908,977,991,968,846,815,589,552,385,343,238,259,162,301
50,6,63,California,Plumas County,6,9446,9449,443,363,470,470,459,454,564,480,484,448,383,381,452,421,419,414,437,426,529,531,714,805,860,985,976,940,840,844,637,567,404,379,217,249,158,292
50,6,63,California,Plumas County,7,9323,9299,428,366,470,436,447,459,515,444,487,431,421,399,412,420,431,425,425,403,489,486,686,747,805,964,989,952,853,831,661,595,425,403,208,247,171,291
50,6,63,California,Plumas County,8,9210,9217,397,369,459,393,441,480,506,425,444,395,444,415,407,425,427,443,405,376,486,491,643,681,788,923,962,978,891,852,664,620,442,409,220,260,184,282
50,6,63,California,Plumas County,9,9329,9336,385,427,486,417,453,465,483,446,429,381,461,454,449,418,432,487,409,387,480,449,599,635,812,897,944,992,936,891,702,617,438,424,227,278,204,271
50,6,63,California,Plumas County,10,9294,9366,383,459,473,394,473,486,460,448,394,350,482,459,468,447,423,459,428,415,449,420,561,608,765,848,930,1013,932,889,745,684,482,442,255,263,191,282
50,6,63,California,Plumas County,11,9330,9411,410,480,450,381,464,484,484,441,377,348,466,443,471,483,472,467,434,415,442,425,546,565,739,838,889,1010,958,891,747,731,523,447,272,275,186,287
50,6,63,California,Plumas County,12,9357,9450,421,487,467,393,487,471,475,457,363,330,460,442,498,503,479,486,456,443,438,422,489,528,733,781,852,1009,975,909,767,736,535,496,289,285,173,272
50,6,65,California,Riverside County,4,1111532,1122538,82720,78917,85459,82411,90129,86992,94208,89302,85007,80531,75555,72818,71756,72284,69939,72356,76028,75457,76662,75377,73201,72131,59515,61826,50274,54908,38645,43564,29911,34592,23001,27071,16589,21020,12933,20981
50,6,65,California,Riverside County,5,1125284,1135920,81319,77749,86560,83320,89270,86457,92948,88445,87337,83062,76972,73492,74177,73710,70041,72377,75932,76220,76225,74563,74270,73266,62583,64404,50435,55137,42045,47001,31164,35908,23511,27812,17175,21316,13320,21681
50,6,65,California,Riverside County,6,1137977,1148778,80298,76649,87602,83740,88925,86135,91994,87762,88179,83886,78555,74846,76242,75665,70540,72645,74995,76226,75599,74008,75187,74422,65313,66724,51562,56211,44115,48996,32926,38207,24423,28803,17566,21609,13956,22244
50,6,65,California,Riverside County,7,1151701,1164461,80216,77003,87412,83796,88938,86061,90904,87462,88463,84325,81273,76971,77863,77260,72018,73788,73962,75614,75176,73939,76030,75573,67508,68448,53489,58267,46208,51150,34336,40067,25404,29947,17799,21789,14702,23001
50,6,65,California,Riverside County,8,1166571,1179245,80381,77123,87444,83826,88642,85600,90818,87218,87679,83857,84168,79653,79150,77947,74157,75178,72724,75149,75640,74768,76074,75839,69752,70340,55935,60482,48156,53547,35979,41810,26270,31075,18161,22175,15441,23658
50,6,65,California,Riverside County,9,1184681,1195400,80490,77368,87755,83776,89221,85831,90251,87387,86496,82886,87793,82901,80923,78327,76626,77271,72666,74597,76475,76074,75868,75415,71894,72384,58608,62634,50209,55950,37525,43305,26992,32195,18677,22838,16212,24261
50,6,65,California,Riverside County,10,1202904,1212060,81010,77467,87400,82998,90837,87487,89945,87178,85672,82395,90082,85137,82246,79007,79560,79279,73362,75237,76781,77077,75918,75132,73051,73497,61859,65257,50174,56183,40809,46773,28049,33483,19203,23573,16946,24900
50,6,65,California,Riverside County,11,1219025,1226764,80714,77147,86760,82715,92092,88305,89902,87044,85295,82070,91461,85795,84027,80365,82253,81678,74847,76024,76372,77393,75919,74686,73994,74502,64521,67487,51360,57520,42603,48622,29682,35649,19798,24355,17425,25407
50,6,65,California,Riverside County,12,1232012,1238534,80139,76162,86893,83123,92192,88210,89860,86931,84294,81587,92092,86185,85715,81630,84224,82986,76286,77249,75669,76884,75609,74393,75109,75632,66625,68925,53250,59364,44564,50777,31037,37335,20567,25284,17887,25877
50,6,67,California,Sacramento County,4,701697,732033,51454,49097,50593,48621,50529,48312,52130,48776,53013,52851,54415,54749,50736,50878,46441,46885,48095,48857,48971,50172,48632,52106,41872,46575,35294,39871,22896,27106,16245,20807,12719,16782,9424,13723,8238,15865
50,6,67,California,Sacramento County,5,706838,738014,51034,48423,51226,49340,50253,48086,50791,47620,53781,53019,54810,55094,51912,52199,46336,46986,47820,48936,47840,49269,49032,52198,43288,47983,35539,40394,25542,29903,16772,21563,12812,17189,9640,13646,8410,16166
50,6,67,California,Sacramento County,6,712009,745332,50452,48196,52128,49816,50004,48256,49970,46850,53238,52843,55574,55844,53090,53581,46579,47348,47427,48955,47114,48382,49249,52242,44292,48917,36257,41582,27388,31967,17807,22803,12943,17479,9866,13733,8631,16538
50,6,67,California,Sacramento County,7,720583,754334,50745,48516,52258,49943,50360,48742,48991,46455,52933,52013,57217,57321,54428,54778,47877,48407,46948,48726,46805,47846,49511,52388,45163,49717,37209,42743,29237,34349,18745,23884,13340,17982,9809,13667,9007,16857
50,6,67,California,Sacramento County,8,729669,764005,50791,48893,52357,49758,50714,49295,48731,46180,51648,50693,59035,59148,55707,56074,49556,49803,46173,48141,47139,48277,49093,51909,46367,50667,38461,44452,31188,36468,19778,25008,13724,18388,9860,13825,9347,17026
50,6,67,California,Sacramento County,9,738114,772873,50439,48909,52437,49977,51440,49800,48614,46132,50512,49181,60950,60806,56773,57233,51191,51610,45887,47656,47635,49021,48011,50643,47247,51621,39654,45487,32740,38536,20823,26019,14143,18987,9862,14104,9756,17151
50,6,67,California,Sacramento County,10,746291,781010,50430,48923,52117,49603,52192,50657,48553,46020,49479,48026,62310,62056,57925,58166,53264,53445,46115,47829,47842,49499,47037,49772,47652,51471,40740,46717,32932,38936,23098,28575,14633,19700,9929,14386,10043,17229
50,6,67,California,Sacramento County,11,752017,786729,50245,48596,51668,49276,53033,50751,48582,46202,48623,47447,62329,62147,59385,59002,54853,55035,46632,48334,47347,49557,46297,48600,47512,51418,41579,47373,33408,39865,24722,30399,15480,20812,10081,14512,10241,17403
50,6,67,California,Sacramento County,12,758897,793161,50087,48065,51555,49520,53080,50563,48668,46622,47885,46897,62281,61538,61272,60491,56225,56335,47849,49327,46824,49270,46039,48004,47477,51314,42194,47794,34256,40849,26319,32493,16170,21721,10390,14801,10326,17557
50,6,69,California,San Benito County,4,27968,28009,2053,1997,2185,2143,2427,2212,2333,2249,1906,1721,1769,1718,1767,1807,1719,1731,1959,2056,2098,2132,2033,2030,1743,1767,1406,1400,896,992,639,646,441,467,312,479,282,462
50,6,69,California,San Benito County,5,28246,28353,2030,1969,2178,2185,2418,2190,2281,2274,1975,1772,1867,1749,1812,1833,1717,1742,1919,1967,2042,2114,2047,2044,1809,1830,1421,1484,969,1059,670,697,480,470,315,481,296,493
50,6,69,California,San Benito County,6,28554,28685,2028,1915,2179,2211,2370,2164,2282,2235,2035,1903,1887,1747,1856,1861,1787,1799,1897,1908,1979,2059,2058,2076,1852,1864,1475,1550,1068,1121,709,777,476,494,324,464,292,537
50,6,69,California,San Benito County,7,28910,28915,2011,1930,2170,2204,2312,2173,2307,2163,2049,1952,1890,1757,1994,1881,1833,1850,1852,1844,1957,2032,2060,2117,1870,1851,1554,1602,1159,1164,745,852,496,509,357,480,294,554
50,6,69,California,San Benito County,8,29092,29124,1958,1917,2155,2164,2259,2212,2316,2119,2057,1926,1905,1826,2025,1897,1853,1869,1884,1797,1895,2025,2055,2090,1903,1907,1615,1624,1227,1262,785,902,517,554,368,446,315,587
50,6,69,California,San Benito County,9,29667,29558,1959,1943,2170,2121,2278,2220,2317,2144,2043,1993,2013,1796,2128,1957,1905,1923,1893,1776,1907,2017,2072,2113,1959,1942,1675,1661,1298,1343,820,960,541,614,358,422,331,613
50,6,69,California,San Benito County,10,30121,30043,1948,1990,2151,2122,2292,2302,2322,2108,2039,2003,2061,1892,2199,1983,2020,1981,1930,1828,1928,1968,1990,2096,2020,1999,1743,1691,1286,1400,891,996,582,665,377,420,342,599
50,6,69,California,San Benito County,11,30793,30674,1985,2036,2211,2099,2317,2411,2311,2132,2040,2013,2157,1974,2239,2042,2155,2021,2036,1916,1933,1945,2011,2054,2034,2053,1721,1743,1322,1427,971,1020,606,730,385,467,359,591
50,6,69,California,San Benito County,12,31448,31360,2018,2085,2225,2144,2359,2432,2292,2114,2096,1987,2155,2054,2272,2124,2380,2148,2118,2000,1925,1920,2024,2052,1978,2074,1774,1806,1366,1497,1045,1037,651,784,390,504,380,598
50,6,71,California,San Bernardino County,4,1024252,1036575,80971,77458,81054,77217,85121,80897,90301,84758,86652,81306,75938,73781,69842,69897,65756,67983,68443,69984,69039,71091,67219,69827,55779,59599,44924,47472,30185,33150,20777,24372,14710,18990,10109,14451,7432,14342
50,6,71,California,San Bernardino County,5,1031682,1041830,79848,76230,81709,77888,83574,79357,88281,82886,89600,83154,77382,74251,71545,70874,65732,67754,68029,69630,67673,69351,67399,70198,57739,61767,45242,48320,33046,35887,21699,25484,15059,19392,10364,14591,7761,14816
50,6,71,California,San Bernardino County,6,1035673,1047065,78187,75468,82224,78121,82498,78415,86209,81117,90684,83645,78469,75238,72722,71918,65952,67705,67127,69295,66605,68163,67255,70085,59326,63323,46380,49916,34620,37941,23092,26954,15643,19879,10526,14697,8154,15185
50,6,71,California,San Bernardino County,7,1044576,1054605,78298,75459,82125,78151,81927,77881,84316,79287,91444,83730,80808,77583,74420,72922,66787,67740,66298,68804,66176,67184,67358,70140,60552,64389,47955,52136,36305,39994,24369,28326,16224,20348,10635,14911,8579,15620
50,6,71,California,San Bernardino County,8,1052822,1062589,78866,75767,81664,78016,81249,77513,83387,78116,89887,82541,83790,79952,75237,73281,68207,68733,65385,67942,66219,67179,66611,69504,61925,65639,49846,54277,38396,42242,25682,29743,16734,20916,10782,15116,8955,16112
50,6,71,California,San Bernardino County,9,1060947,1071013,78842,75500,81605,78252,81580,77795,82657,77217,87943,80779,86549,82784,76305,73972,69588,69896,65046,67156,66283,68032,65520,68231,62978,66550,51301,56221,40326,44491,26690,30818,17362,21549,11028,15398,9344,16372
50,6,71,California,San Bernardino County,10,1070810,1080135,78998,75652,80921,77766,82441,78827,81518,76237,86829,79635,89160,84790,77632,74715,71678,71355,65548,67258,66242,68249,64735,66954,63315,67161,53322,58364,40425,45280,28993,33093,18105,22433,11298,15763,9650,16603
50,6,71,California,San Bernardino County,11,1078997,1087756,78797,75307,80393,77599,83449,79244,81050,75546,84846,78607,90638,85698,79592,76068,73474,72831,66063,67310,65714,68298,64216,66156,63611,67421,54689,59677,41455,46661,30300,34641,19072,23761,11793,16098,9845,16833
50,6,71,California,San Bernardino County,12,1085607,1094478,78190,74246,80326,77795,83752,79622,80487,75177,82600,76871,90894,85908,81802,78518,75251,73784,67087,67873,65146,67946,63701,65247,63761,67318,55565,60698,43067,48677,31807,36400,19918,24810,12121,16498,10132,17090
50,6,73,California,San Diego County,4,1573405,1563751,105740,101767,100310,95760,100667,95899,115744,103745,149345,125104,134065,122136,117380,111744,104826,102818,106551,106119,107514,107378,106309,108168,90964,96493,75890,82310,51476,57964,36052,43931,28095,36249,22139,30551,20338,35615
50,6,73,California,San Diego County,5,1594263,1580072,106621,102006,101552,97326,99698,95257,114339,102780,150975,125178,137217,123665,121431,114962,105781,103294,107117,106385,105692,105644,107136,108427,94055,99727,76543,82847,56804,63686,37691,45463,28351,36571,22356,30404,20904,36450
50,6,73,California,San Diego County,6,1611493,1598275,107546,102782,102588,98442,99300,95016,112017,102195,149611,123570,140645,126933,125715,118193,107511,104614,106490,106343,104413,104359,107503,108857,96721,101812,78386,84864,60165,67640,40271,48099,28987,37146,22355,30338,21269,37072
50,6,73,California,San Diego County,7,1633309,1615568,109127,104014,102407,98452,99128,95056,110977,101148,151068,120956,144701,131213,129066,120839,109906,106166,105968,105530,103274,103506,107895,109096,98372,103215,80994,87779,64094,71792,42420,50285,29826,38205,22254,30423,21832,37893
50,6,73,California,San Diego County,8,1651711,1629139,110065,104542,101930,97972,99019,94800,110494,100759,150233,117696,147987,134588,131169,122130,113194,108487,104774,104014,103656,104169,106959,108074,100646,104497,83541,90747,67678,75592,44822,52816,30520,39106,22177,30503,22847,38647
