STATE,COUNTY,STNAME,COUNTY_NAME,YEAR,AGEGRP,POPULATION,GENDER
6,39,California,Madera,2,18,476,M
6,39,California,Madera,2,99,59222,M
6,39,California,Madera,3,0,1115,M
6,39,California,Madera,3,1,3924,M
6,39,California,Madera,3,2,5268,M
6,39,California,Madera,3,3,5403,M
6,39,California,Madera,3,4,5499,M
6,39,California,Madera,3,5,4333,M
6,39,California,Madera,3,6,3761,M
6,39,California,Madera,3,7,3851,M
6,39,California,Madera,3,8,4019,M
6,39,California,Madera,3,9,4155,M
6,39,California,Madera,3,10,3843,M
6,39,California,Madera,3,11,3703,M
6,39,California,Madera,3,12,2675,M
6,39,California,Madera,3,13,2302,M
6,39,California,Madera,3,14,2047,M
6,39,California,Madera,3,15,1798,M
6,39,California,Madera,3,16,1362,M
6,39,California,Madera,3,17,791,M
6,39,California,Madera,3,18,485,M
6,39,California,Madera,3,99,60334,M
6,39,California,Madera,4,0,1149,M
6,39,California,Madera,4,1,4080,M
6,39,California,Madera,4,2,5224,M
6,39,California,Madera,4,3,5657,M
6,39,California,Madera,4,4,5439,M
6,39,California,Madera,4,5,4614,M
6,39,California,Madera,4,6,3852,M
6,39,California,Madera,4,7,3978,M
6,39,California,Madera,4,8,3970,M
6,39,California,Madera,4,9,4199,M
6,39,California,Madera,4,10,4019,M
6,39,California,Madera,4,11,3631,M
6,39,California,Madera,4,12,3008,M
6,39,California,Madera,4,13,2430,M
6,39,California,Madera,4,14,2075,M
6,39,California,Madera,4,15,1813,M
6,39,California,Madera,4,16,1369,M
6,39,California,Madera,4,17,860,M
6,39,California,Madera,4,18,500,M
6,39,California,Madera,4,99,61867,M
6,39,California,Madera,5,0,1134,M
6,39,California,Madera,5,1,4275,M
6,39,California,Madera,5,2,5340,M
6,39,California,Madera,5,3,5803,M
6,39,California,Madera,5,4,5580,M
6,39,California,Madera,5,5,4810,M
6,39,California,Madera,5,6,3999,M
6,39,California,Madera,5,7,4116,M
6,39,California,Madera,5,8,4013,M
6,39,California,Madera,5,9,4276,M
6,39,California,Madera,5,10,4187,M
6,39,California,Madera,5,11,3785,M
6,39,California,Madera,5,12,3185,M
6,39,California,Madera,5,13,2578,M
6,39,California,Madera,5,14,2117,M
6,39,California,Madera,5,15,1908,M
6,39,California,Madera,5,16,1400,M
6,39,California,Madera,5,17,926,M
6,39,California,Madera,5,18,511,M
6,39,California,Madera,5,99,63943,M
6,39,California,Madera,6,0,1173,M
6,39,California,Madera,6,1,4434,M
6,39,California,Madera,6,2,5338,M
6,39,California,Madera,6,3,5959,M
6,39,California,Madera,6,4,5684,M
6,39,California,Madera,6,5,4981,M
6,39,California,Madera,6,6,4247,M
6,39,California,Madera,6,7,4116,M
6,39,California,Madera,6,8,4144,M
6,39,California,Madera,6,9,4338,M
6,39,California,Madera,6,10,4384,M
6,39,California,Madera,6,11,3934,M
6,39,California,Madera,6,12,3342,M
6,39,California,Madera,6,13,2611,M
6,39,California,Madera,6,14,2293,M
6,39,California,Madera,6,15,1943,M
6,39,California,Madera,6,16,1467,M
6,39,California,Madera,6,17,979,M
6,39,California,Madera,6,18,534,M
6,39,California,Madera,6,99,65901,M
6,39,California,Madera,7,0,1220,M
6,39,California,Madera,7,1,4636,M
6,39,California,Madera,7,2,5405,M
6,39,California,Madera,7,3,6020,M
6,39,California,Madera,7,4,5929,M
6,39,California,Madera,7,5,5126,M
6,39,California,Madera,7,6,4331,M
6,39,California,Madera,7,7,4130,M
6,39,California,Madera,7,8,4253,M
6,39,California,Madera,7,9,4327,M
6,39,California,Madera,7,10,4485,M
6,39,California,Madera,7,11,4045,M
6,39,California,Madera,7,12,3674,M
6,39,California,Madera,7,13,2733,M
6,39,California,Madera,7,14,2274,M
6,39,California,Madera,7,15,1965,M
6,39,California,Madera,7,16,1454,M
6,39,California,Madera,7,17,966,M
6,39,California,Madera,7,18,582,M
6,39,California,Madera,7,99,67555,M
6,39,California,Madera,8,0,1192,M
6,39,California,Madera,8,1,4708,M
6,39,California,Madera,8,2,5532,M
6,39,California,Madera,8,3,6046,M
6,39,California,Madera,8,4,6194,M
6,39,California,Madera,8,5,5207,M
6,39,California,Madera,8,6,4387,M
6,39,California,Madera,8,7,4304,M
6,39,California,Madera,8,8,4371,M
6,39,California,Madera,8,9,4405,M
6,39,California,Madera,8,10,4529,M
6,39,California,Madera,8,11,4115,M
6,39,California,Madera,8,12,3910,M
6,39,California,Madera,8,13,2841,M
6,39,California,Madera,8,14,2349,M
6,39,California,Madera,8,15,1930,M
6,39,California,Madera,8,16,1492,M
6,39,California,Madera,8,17,947,M
6,39,California,Madera,8,18,620,M
6,39,California,Madera,8,99,69079,M
6,39,California,Madera,9,0,1294,M
6,39,California,Madera,9,1,4712,M
6,39,California,Madera,9,2,5608,M
6,39,California,Madera,9,3,6028,M
6,39,California,Madera,9,4,6380,M
6,39,California,Madera,9,5,5183,M
6,39,California,Madera,9,6,4575,M
6,39,California,Madera,9,7,4346,M
6,39,California,Madera,9,8,4406,M
6,39,California,Madera,9,9,4334,M
6,39,California,Madera,9,10,4489,M
6,39,California,Madera,9,11,4235,M
6,39,California,Madera,9,12,3888,M
6,39,California,Madera,9,13,3164,M
6,39,California,Madera,9,14,2455,M
6,39,California,Madera,9,15,1940,M
6,39,California,Madera,9,16,1527,M
6,39,California,Madera,9,17,935,M
6,39,California,Madera,9,18,690,M
6,39,California,Madera,9,99,70189,M
6,39,California,Madera,10,0,1314,M
6,39,California,Madera,10,1,4804,M
6,39,California,Madera,10,2,5718,M
6,39,California,Madera,10,3,6038,M
6,39,California,Madera,10,4,6433,M
6,39,California,Madera,10,5,5267,M
6,39,California,Madera,10,6,4679,M
6,39,California,Madera,10,7,4387,M
6,39,California,Madera,10,8,4444,M
6,39,California,Madera,10,9,4333,M
6,39,California,Madera,10,10,4536,M
6,39,California,Madera,10,11,4335,M
6,39,California,Madera,10,12,3896,M
6,39,California,Madera,10,13,3286,M
6,39,California,Madera,10,14,2622,M
6,39,California,Madera,10,15,1933,M
6,39,California,Madera,10,16,1569,M
6,39,California,Madera,10,17,951,M
6,39,California,Madera,10,18,713,M
6,39,California,Madera,10,99,71258,M
6,39,California,Madera,11,0,1242,M
6,39,California,Madera,11,1,4839,M
6,39,California,Madera,11,2,5761,M
6,39,California,Madera,11,3,6050,M
6,39,California,Madera,11,4,6506,M
6,39,California,Madera,11,5,5378,M
6,39,California,Madera,11,6,4771,M
6,39,California,Madera,11,7,4401,M
6,39,California,Madera,11,8,4371,M
6,39,California,Madera,11,9,4265,M
6,39,California,Madera,11,10,4530,M
6,39,California,Madera,11,11,4402,M
6,39,California,Madera,11,12,3961,M
6,39,California,Madera,11,13,3411,M
6,39,California,Madera,11,14,2637,M
6,39,California,Madera,11,15,2022,M
6,39,California,Madera,11,16,1560,M
6,39,California,Madera,11,17,990,M
6,39,California,Madera,11,18,735,M
6,39,California,Madera,11,99,71832,M
6,39,California,Madera,12,0,1177,M
6,39,California,Madera,12,1,4875,M
6,39,California,Madera,12,2,5899,M
6,39,California,Madera,12,3,6093,M
6,39,California,Madera,12,4,6515,M
6,39,California,Madera,12,5,5547,M
6,39,California,Madera,12,6,4846,M
6,39,California,Madera,12,7,4524,M
6,39,California,Madera,12,8,4368,M
6,39,California,Madera,12,9,4325,M
6,39,California,Madera,12,10,4473,M
6,39,California,Madera,12,11,4378,M
6,39,California,Madera,12,12,3996,M
6,39,California,Madera,12,13,3598,M
6,39,California,Madera,12,14,2714,M
6,39,California,Madera,12,15,2049,M
6,39,California,Madera,12,16,1557,M
6,39,California,Madera,12,17,988,M
6,39,California,Madera,12,18,760,M
6,39,California,Madera,12,99,72682,M
6,39,California,Madera,13,0,1181,M
6,39,California,Madera,13,1,4886,M
6,39,California,Madera,13,2,5936,M
6,39,California,Madera,13,3,6117,M
6,39,California,Madera,13,4,6516,M
6,39,California,Madera,13,5,5580,M
6,39,California,Madera,13,6,4863,M
6,39,California,Madera,13,7,4551,M
6,39,California,Madera,13,8,4371,M
6,39,California,Madera,13,9,4337,M
6,39,California,Madera,13,10,4471,M
6,39,California,Madera,13,11,4397,M
6,39,California,Madera,13,12,4027,M
6,39,California,Madera,13,13,3640,M
6,39,California,Madera,13,14,2730,M
6,39,California,Madera,13,15,2057,M
6,39,California,Madera,13,16,1550,M
6,39,California,Madera,13,17,993,M
6,39,California,Madera,13,18,768,M
6,39,California,Madera,13,99,72971,M
6,41,California,Marin,1,0,1362,M
6,41,California,Marin,1,1,5399,M
6,41,California,Marin,1,2,7407,M
6,41,California,Marin,1,3,7412,M
6,41,California,Marin,1,4,6478,M
6,41,California,Marin,1,5,5469,M
6,41,California,Marin,1,6,7474,M
6,41,California,Marin,1,7,9542,M
6,41,California,Marin,1,8,10978,M
6,41,California,Marin,1,9,11333,M
6,41,California,Marin,1,10,11231,M
6,41,California,Marin,1,11,10752,M
6,41,California,Marin,1,12,8204,M
6,41,California,Marin,1,13,5427,M
6,41,California,Marin,1,14,4217,M
6,41,California,Marin,1,15,3563,M
6,41,California,Marin,1,16,2988,M
6,41,California,Marin,1,17,1982,M
6,41,California,Marin,1,18,1351,M
6,41,California,Marin,1,99,122569,M
6,41,California,Marin,2,0,1369,M
6,41,California,Marin,2,1,5373,M
6,41,California,Marin,2,2,7374,M
6,41,California,Marin,2,3,7422,M
6,41,California,Marin,2,4,6497,M
6,41,California,Marin,2,5,5489,M
6,41,California,Marin,2,6,7436,M
6,41,California,Marin,2,7,9542,M
6,41,California,Marin,2,8,10937,M
6,41,California,Marin,2,9,11342,M
6,41,California,Marin,2,10,11271,M
6,41,California,Marin,2,11,10840,M
6,41,California,Marin,2,12,8228,M
6,41,California,Marin,2,13,5438,M
6,41,California,Marin,2,14,4214,M
6,41,California,Marin,2,15,3568,M
6,41,California,Marin,2,16,3002,M
6,41,California,Marin,2,17,2002,M
6,41,California,Marin,2,18,1364,M
6,41,California,Marin,2,99,122708,M
6,41,California,Marin,3,0,1473,M
6,41,California,Marin,3,1,5393,M
6,41,California,Marin,3,2,7238,M
6,41,California,Marin,3,3,7612,M
6,41,California,Marin,3,4,6676,M
6,41,California,Marin,3,5,5505,M
6,41,California,Marin,3,6,6965,M
6,41,California,Marin,3,7,9501,M
6,41,California,Marin,3,8,10671,M
6,41,California,Marin,3,9,11118,M
6,41,California,Marin,3,10,11099,M
6,41,California,Marin,3,11,11108,M
6,41,California,Marin,3,12,8620,M
6,41,California,Marin,3,13,5571,M
6,41,California,Marin,3,14,4207,M
6,41,California,Marin,3,15,3561,M
6,41,California,Marin,3,16,2987,M
6,41,California,Marin,3,17,2029,M
6,41,California,Marin,3,18,1434,M
6,41,California,Marin,3,99,122768,M
6,41,California,Marin,4,0,1416,M
6,41,California,Marin,4,1,5388,M
6,41,California,Marin,4,2,7053,M
6,41,California,Marin,4,3,7663,M
6,41,California,Marin,4,4,6713,M
6,41,California,Marin,4,5,5564,M
6,41,California,Marin,4,6,6557,M
6,41,California,Marin,4,7,9076,M
6,41,California,Marin,4,8,10291,M
6,41,California,Marin,4,9,10966,M
6,41,California,Marin,4,10,10917,M
6,41,California,Marin,4,11,10708,M
6,41,California,Marin,4,12,9259,M
6,41,California,Marin,4,13,5946,M
6,41,California,Marin,4,14,4217,M
6,41,California,Marin,4,15,3560,M
6,41,California,Marin,4,16,2939,M
6,41,California,Marin,4,17,2088,M
6,41,California,Marin,4,18,1490,M
6,41,California,Marin,4,99,121811,M
6,41,California,Marin,5,0,1427,M
6,41,California,Marin,5,1,5369,M
6,41,California,Marin,5,2,6874,M
6,41,California,Marin,5,3,7608,M
6,41,California,Marin,5,4,6761,M
6,41,California,Marin,5,5,5605,M
6,41,California,Marin,5,6,6124,M
6,41,California,Marin,5,7,8477,M
6,41,California,Marin,5,8,9992,M
6,41,California,Marin,5,9,10783,M
6,41,California,Marin,5,10,10740,M
6,41,California,Marin,5,11,10704,M
6,41,California,Marin,5,12,9403,M
6,41,California,Marin,5,13,6532,M
6,41,California,Marin,5,14,4388,M
6,41,California,Marin,5,15,3621,M
6,41,California,Marin,5,16,2960,M
6,41,California,Marin,5,17,2107,M
6,41,California,Marin,5,18,1576,M
6,41,California,Marin,5,99,121051,M
6,41,California,Marin,6,0,1440,M
6,41,California,Marin,6,1,5546,M
6,41,California,Marin,6,2,6721,M
6,41,California,Marin,6,3,7520,M
6,41,California,Marin,6,4,6813,M
6,41,California,Marin,6,5,5685,M
6,41,California,Marin,6,6,5857,M
6,41,California,Marin,6,7,7800,M
6,41,California,Marin,6,8,9710,M
6,41,California,Marin,6,9,10579,M
6,41,California,Marin,6,10,10429,M
6,41,California,Marin,6,11,10620,M
6,41,California,Marin,6,12,9544,M
6,41,California,Marin,6,13,6889,M
6,41,California,Marin,6,14,4624,M
6,41,California,Marin,6,15,3570,M
6,41,California,Marin,6,16,2899,M
6,41,California,Marin,6,17,2132,M
6,41,California,Marin,6,18,1695,M
6,41,California,Marin,6,99,120073,M
6,41,California,Marin,7,0,1440,M
6,41,California,Marin,7,1,5630,M
6,41,California,Marin,7,2,6726,M
6,41,California,Marin,7,3,7420,M
6,41,California,Marin,7,4,6802,M
6,41,California,Marin,7,5,5838,M
6,41,California,Marin,7,6,5875,M
6,41,California,Marin,7,7,7337,M
6,41,California,Marin,7,8,9523,M
6,41,California,Marin,7,9,10437,M
6,41,California,Marin,7,10,10519,M
6,41,California,Marin,7,11,10532,M
6,41,California,Marin,7,12,9746,M
6,41,California,Marin,7,13,7311,M
6,41,California,Marin,7,14,4760,M
6,41,California,Marin,7,15,3615,M
6,41,California,Marin,7,16,2965,M
6,41,California,Marin,7,17,2151,M
6,41,California,Marin,7,18,1819,M
6,41,California,Marin,7,99,120446,M
6,41,California,Marin,8,0,1436,M
6,41,California,Marin,8,1,5697,M
6,41,California,Marin,8,2,6881,M
6,41,California,Marin,8,3,7309,M
6,41,California,Marin,8,4,6933,M
6,41,California,Marin,8,5,5798,M
6,41,California,Marin,8,6,5904,M
6,41,California,Marin,8,7,6818,M
6,41,California,Marin,8,8,9352,M
6,41,California,Marin,8,9,10276,M
6,41,California,Marin,8,10,10502,M
6,41,California,Marin,8,11,10370,M
6,41,California,Marin,8,12,9996,M
6,41,California,Marin,8,13,7646,M
6,41,California,Marin,8,14,4932,M
6,41,California,Marin,8,15,3642,M
6,41,California,Marin,8,16,3023,M
6,41,California,Marin,8,17,2196,M
6,41,California,Marin,8,18,1876,M
6,41,California,Marin,8,99,120587,M
6,41,California,Marin,9,0,1410,M
6,41,California,Marin,9,1,5791,M
6,41,California,Marin,9,2,7090,M
6,41,California,Marin,9,3,7133,M
6,41,California,Marin,9,4,6920,M
6,41,California,Marin,9,5,5835,M
6,41,California,Marin,9,6,6002,M
6,41,California,Marin,9,7,6636,M
6,41,California,Marin,9,8,9218,M
6,41,California,Marin,9,9,10054,M
6,41,California,Marin,9,10,10518,M
6,41,California,Marin,9,11,10288,M
6,41,California,Marin,9,12,9797,M
6,41,California,Marin,9,13,8314,M
6,41,California,Marin,9,14,5371,M
6,41,California,Marin,9,15,3670,M
6,41,California,Marin,9,16,3000,M
6,41,California,Marin,9,17,2213,M
6,41,California,Marin,9,18,1974,M
6,41,California,Marin,9,99,121234,M
6,41,California,Marin,10,0,1414,M
6,41,California,Marin,10,1,5794,M
6,41,California,Marin,10,2,7353,M
6,41,California,Marin,10,3,7139,M
6,41,California,Marin,10,4,6854,M
6,41,California,Marin,10,5,5809,M
6,41,California,Marin,10,6,6168,M
6,41,California,Marin,10,7,6576,M
6,41,California,Marin,10,8,8916,M
6,41,California,Marin,10,9,10034,M
6,41,California,Marin,10,10,10441,M
6,41,California,Marin,10,11,10279,M
6,41,California,Marin,10,12,9880,M
6,41,California,Marin,10,13,8507,M
6,41,California,Marin,10,14,5905,M
6,41,California,Marin,10,15,3846,M
6,41,California,Marin,10,16,3068,M
6,41,California,Marin,10,17,2218,M
6,41,California,Marin,10,18,2008,M
6,41,California,Marin,10,99,122209,M
6,41,California,Marin,11,0,1315,M
6,41,California,Marin,11,1,5872,M
6,41,California,Marin,11,2,7692,M
6,41,California,Marin,11,3,7059,M
6,41,California,Marin,11,4,6841,M
6,41,California,Marin,11,5,5751,M
6,41,California,Marin,11,6,6339,M
6,41,California,Marin,11,7,6645,M
6,41,California,Marin,11,8,8540,M
6,41,California,Marin,11,9,10042,M
6,41,California,Marin,11,10,10519,M
6,41,California,Marin,11,11,10154,M
6,41,California,Marin,11,12,9962,M
6,41,California,Marin,11,13,8772,M
6,41,California,Marin,11,14,6434,M
6,41,California,Marin,11,15,4127,M
6,41,California,Marin,11,16,3051,M
6,41,California,Marin,11,17,2250,M
6,41,California,Marin,11,18,2105,M
6,41,California,Marin,11,99,123470,M
6,41,California,Marin,12,0,1269,M
6,41,California,Marin,12,1,5849,M
6,41,California,Marin,12,2,7919,M
6,41,California,Marin,12,3,7153,M
6,41,California,Marin,12,4,6758,M
6,41,California,Marin,12,5,5707,M
6,41,California,Marin,12,6,6449,M
6,41,California,Marin,12,7,6598,M
6,41,California,Marin,12,8,8226,M
6,41,California,Marin,12,9,9988,M
6,41,California,Marin,12,10,10411,M
6,41,California,Marin,12,11,10185,M
6,41,California,Marin,12,12,9873,M
6,41,California,Marin,12,13,9031,M
6,41,California,Marin,12,14,6784,M
6,41,California,Marin,12,15,4278,M
6,41,California,Marin,12,16,3124,M
6,41,California,Marin,12,17,2275,M
6,41,California,Marin,12,18,2195,M
6,41,California,Marin,12,99,124072,M
6,41,California,Marin,13,0,1273,M
6,41,California,Marin,13,1,5836,M
6,41,California,Marin,13,2,7935,M
6,41,California,Marin,13,3,7156,M
6,41,California,Marin,13,4,6734,M
6,41,California,Marin,13,5,5730,M
6,41,California,Marin,13,6,6478,M
6,41,California,Marin,13,7,6637,M
6,41,California,Marin,13,8,8190,M
6,41,California,Marin,13,9,9999,M
6,41,California,Marin,13,10,10368,M
6,41,California,Marin,13,11,10195,M
6,41,California,Marin,13,12,9931,M
6,41,California,Marin,13,13,9114,M
6,41,California,Marin,13,14,6819,M
6,41,California,Marin,13,15,4302,M
6,41,California,Marin,13,16,3121,M
6,41,California,Marin,13,17,2286,M
6,41,California,Marin,13,18,2214,M
6,41,California,Marin,13,99,124318,M
6,43,California,Mariposa,1,0,67,M
6,43,California,Mariposa,1,1,292,M
6,43,California,Mariposa,1,2,535,M
6,43,California,Mariposa,1,3,597,M
6,43,California,Mariposa,1,4,642,M
6,43,California,Mariposa,1,5,471,M
6,43,California,Mariposa,1,6,386,M
6,43,California,Mariposa,1,7,457,M
6,43,California,Mariposa,1,8,625,M
6,43,California,Mariposa,1,9,712,M
6,43,California,Mariposa,1,10,754,M
6,43,California,Mariposa,1,11,678,M
6,43,California,Mariposa,1,12,600,M
6,43,California,Mariposa,1,13,501,M
6,43,California,Mariposa,1,14,436,M
6,43,California,Mariposa,1,15,402,M
6,43,California,Mariposa,1,16,294,M
6,43,California,Mariposa,1,17,194,M
6,43,California,Mariposa,1,18,109,M
6,43,California,Mariposa,1,99,8752,M
6,43,California,Mariposa,2,0,67,M
6,43,California,Mariposa,2,1,293,M
6,43,California,Mariposa,2,2,538,M
6,43,California,Mariposa,2,3,601,M
6,43,California,Mariposa,2,4,627,M
6,43,California,Mariposa,2,5,462,M
6,43,California,Mariposa,2,6,378,M
6,43,California,Mariposa,2,7,454,M
6,43,California,Mariposa,2,8,617,M
6,43,California,Mariposa,2,9,708,M
6,43,California,Mariposa,2,10,755,M
6,43,California,Mariposa,2,11,683,M
6,43,California,Mariposa,2,12,604,M
6,43,California,Mariposa,2,13,504,M
6,43,California,Mariposa,2,14,437,M
6,43,California,Mariposa,2,15,403,M
6,43,California,Mariposa,2,16,295,M
6,43,California,Mariposa,2,17,195,M
6,43,California,Mariposa,2,18,112,M
6,43,California,Mariposa,2,99,8733,M
6,43,California,Mariposa,3,0,58,M
6,43,California,Mariposa,3,1,297,M
6,43,California,Mariposa,3,2,477,M
6,43,California,Mariposa,3,3,606,M
6,43,California,Mariposa,3,4,641,M
6,43,California,Mariposa,3,5,497,M
6,43,California,Mariposa,3,6,358,M
6,43,California,Mariposa,3,7,403,M
6,43,California,Mariposa,3,8,588,M
6,43,California,Mariposa,3,9,719,M
6,43,California,Mariposa,3,10,761,M
6,43,California,Mariposa,3,11,732,M
6,43,California,Mariposa,3,12,591,M
6,43,California,Mariposa,3,13,533,M
6,43,California,Mariposa,3,14,443,M
6,43,California,Mariposa,3,15,402,M
6,43,California,Mariposa,3,16,292,M
6,43,California,Mariposa,3,17,205,M
6,43,California,Mariposa,3,18,121,M
6,43,California,Mariposa,3,99,8724,M
6,43,California,Mariposa,4,0,66,M
6,43,California,Mariposa,4,1,275,M
6,43,California,Mariposa,4,2,478,M
6,43,California,Mariposa,4,3,614,M
6,43,California,Mariposa,4,4,655,M
6,43,California,Mariposa,4,5,494,M
6,43,California,Mariposa,4,6,349,M
6,43,California,Mariposa,4,7,409,M
6,43,California,Mariposa,4,8,532,M
6,43,California,Mariposa,4,9,703,M
6,43,California,Mariposa,4,10,804,M
6,43,California,Mariposa,4,11,746,M
6,43,California,Mariposa,4,12,606,M
6,43,California,Mariposa,4,13,578,M
6,43,California,Mariposa,4,14,450,M
6,43,California,Mariposa,4,15,403,M
6,43,California,Mariposa,4,16,302,M
6,43,California,Mariposa,4,17,200,M
6,43,California,Mariposa,4,18,134,M
6,43,California,Mariposa,4,99,8798,M
6,43,California,Mariposa,5,0,72,M
6,43,California,Mariposa,5,1,289,M
6,43,California,Mariposa,5,2,485,M
6,43,California,Mariposa,5,3,630,M
6,43,California,Mariposa,5,4,656,M
6,43,California,Mariposa,5,5,535,M
6,43,California,Mariposa,5,6,367,M
6,43,California,Mariposa,5,7,412,M
6,43,California,Mariposa,5,8,484,M
6,43,California,Mariposa,5,9,723,M
6,43,California,Mariposa,5,10,812,M
6,43,California,Mariposa,5,11,788,M
6,43,California,Mariposa,5,12,661,M
6,43,California,Mariposa,5,13,611,M
6,43,California,Mariposa,5,14,499,M
6,43,California,Mariposa,5,15,412,M
6,43,California,Mariposa,5,16,311,M
6,43,California,Mariposa,5,17,193,M
6,43,California,Mariposa,5,18,123,M
6,43,California,Mariposa,5,99,9063,M
6,43,California,Mariposa,6,0,55,M
6,43,California,Mariposa,6,1,305,M
6,43,California,Mariposa,6,2,429,M
6,43,California,Mariposa,6,3,609,M
6,43,California,Mariposa,6,4,657,M
6,43,California,Mariposa,6,5,539,M
6,43,California,Mariposa,6,6,391,M
6,43,California,Mariposa,6,7,410,M
6,43,California,Mariposa,6,8,471,M
6,43,California,Mariposa,6,9,691,M
6,43,California,Mariposa,6,10,804,M
6,43,California,Mariposa,6,11,805,M
6,43,California,Mariposa,6,12,714,M
6,43,California,Mariposa,6,13,626,M
6,43,California,Mariposa,6,14,521,M
6,43,California,Mariposa,6,15,413,M
6,43,California,Mariposa,6,16,310,M
6,43,California,Mariposa,6,17,181,M
6,43,California,Mariposa,6,18,144,M
6,43,California,Mariposa,6,99,9075,M
6,43,California,Mariposa,7,0,81,M
6,43,California,Mariposa,7,1,312,M
6,43,California,Mariposa,7,2,414,M
6,43,California,Mariposa,7,3,592,M
6,43,California,Mariposa,7,4,639,M
6,43,California,Mariposa,7,5,524,M
6,43,California,Mariposa,7,6,391,M
6,43,California,Mariposa,7,7,390,M
6,43,California,Mariposa,7,8,468,M
6,43,California,Mariposa,7,9,639,M
6,43,California,Mariposa,7,10,823,M
6,43,California,Mariposa,7,11,792,M
6,43,California,Mariposa,7,12,771,M
6,43,California,Mariposa,7,13,679,M
6,43,California,Mariposa,7,14,534,M
6,43,California,Mariposa,7,15,422,M
6,43,California,Mariposa,7,16,318,M
6,43,California,Mariposa,7,17,203,M
6,43,California,Mariposa,7,18,137,M
6,43,California,Mariposa,7,99,9129,M
6,43,California,Mariposa,8,0,77,M
6,43,California,Mariposa,8,1,318,M
6,43,California,Mariposa,8,2,429,M
6,43,California,Mariposa,8,3,565,M
6,43,California,Mariposa,8,4,628,M
6,43,California,Mariposa,8,5,524,M
6,43,California,Mariposa,8,6,412,M
6,43,California,Mariposa,8,7,388,M
6,43,California,Mariposa,8,8,466,M
6,43,California,Mariposa,8,9,633,M
6,43,California,Mariposa,8,10,811,M
6,43,California,Mariposa,8,11,847,M
6,43,California,Mariposa,8,12,827,M
6,43,California,Mariposa,8,13,675,M
6,43,California,Mariposa,8,14,581,M
6,43,California,Mariposa,8,15,437,M
6,43,California,Mariposa,8,16,320,M
6,43,California,Mariposa,8,17,201,M
6,43,California,Mariposa,8,18,135,M
6,43,California,Mariposa,8,99,9274,M
6,43,California,Mariposa,9,0,72,M
6,43,California,Mariposa,9,1,317,M
6,43,California,Mariposa,9,2,424,M
6,43,California,Mariposa,9,3,580,M
6,43,California,Mariposa,9,4,624,M
6,43,California,Mariposa,9,5,489,M
6,43,California,Mariposa,9,6,434,M
6,43,California,Mariposa,9,7,381,M
6,43,California,Mariposa,9,8,446,M
6,43,California,Mariposa,9,9,591,M
6,43,California,Mariposa,9,10,819,M
6,43,California,Mariposa,9,11,876,M
6,43,California,Mariposa,9,12,825,M
6,43,California,Mariposa,9,13,723,M
6,43,California,Mariposa,9,14,625,M
6,43,California,Mariposa,9,15,446,M
6,43,California,Mariposa,9,16,311,M
6,43,California,Mariposa,9,17,226,M
6,43,California,Mariposa,9,18,127,M
6,43,California,Mariposa,9,99,9336,M
6,43,California,Mariposa,10,0,68,M
6,43,California,Mariposa,10,1,317,M
6,43,California,Mariposa,10,2,425,M
6,43,California,Mariposa,10,3,590,M
6,43,California,Mariposa,10,4,582,M
6,43,California,Mariposa,10,5,450,M
6,43,California,Mariposa,10,6,423,M
6,43,California,Mariposa,10,7,397,M
6,43,California,Mariposa,10,8,441,M
6,43,California,Mariposa,10,9,537,M
6,43,California,Mariposa,10,10,814,M
6,43,California,Mariposa,10,11,901,M
6,43,California,Mariposa,10,12,829,M
6,43,California,Mariposa,10,13,755,M
6,43,California,Mariposa,10,14,648,M
6,43,California,Mariposa,10,15,476,M
6,43,California,Mariposa,10,16,325,M
6,43,California,Mariposa,10,17,228,M
6,43,California,Mariposa,10,18,128,M
6,43,California,Mariposa,10,99,9334,M
6,43,California,Mariposa,11,0,83,M
6,43,California,Mariposa,11,1,308,M
6,43,California,Mariposa,11,2,424,M
6,43,California,Mariposa,11,3,514,M
6,43,California,Mariposa,11,4,541,M
6,43,California,Mariposa,11,5,425,M
6,43,California,Mariposa,11,6,424,M
6,43,California,Mariposa,11,7,404,M
6,43,California,Mariposa,11,8,446,M
6,43,California,Mariposa,11,9,523,M
6,43,California,Mariposa,11,10,766,M
6,43,California,Mariposa,11,11,870,M
6,43,California,Mariposa,11,12,837,M
6,43,California,Mariposa,11,13,821,M
6,43,California,Mariposa,11,14,639,M
6,43,California,Mariposa,11,15,505,M
6,43,California,Mariposa,11,16,341,M
6,43,California,Mariposa,11,17,237,M
6,43,California,Mariposa,11,18,134,M
6,43,California,Mariposa,11,99,9242,M
6,43,California,Mariposa,12,0,75,M
6,43,California,Mariposa,12,1,306,M
6,43,California,Mariposa,12,2,426,M
6,43,California,Mariposa,12,3,495,M
6,43,California,Mariposa,12,4,517,M
6,43,California,Mariposa,12,5,450,M
6,43,California,Mariposa,12,6,427,M
6,43,California,Mariposa,12,7,423,M
6,43,California,Mariposa,12,8,447,M
6,43,California,Mariposa,12,9,494,M
6,43,California,Mariposa,12,10,739,M
6,43,California,Mariposa,12,11,890,M
6,43,California,Mariposa,12,12,822,M
6,43,California,Mariposa,12,13,872,M
6,43,California,Mariposa,12,14,654,M
6,43,California,Mariposa,12,15,499,M
6,43,California,Mariposa,12,16,339,M
6,43,California,Mariposa,12,17,250,M
6,43,California,Mariposa,12,18,144,M
6,43,California,Mariposa,12,99,9269,M
